Name,Description,CreatedAt,PushedAt,UpdatedAt,CommitCount
IN.sso-mock-app-client,"Mock Client App to test SSO into Apollo - This will be our fake NIT for testing",2018-01-16T19:49:12Z,2018-08-21T16:47:24Z,2018-08-29T18:41:04Z,94
IN.sso-token-sf,"Token based authentication with Salesforce.",2017-10-23T17:57:18Z,2020-08-13T21:00:30Z,2020-05-26T15:03:34Z,171
IN.student-assignment-dw,"Test/Assignment & Question Level View Microservice",2018-01-24T20:03:16Z,2020-08-28T15:27:50Z,2020-08-28T15:23:46Z,307
IN.student-rt-java,"Admin - Student microservice",2018-03-15T18:03:40Z,2018-07-19T18:15:06Z,2018-11-27T16:26:27Z,20
IN.test-filters-dw,"Test/Assignment Filters Microservice - Retrieves list of tests",2019-01-08T21:58:17Z,2020-12-23T15:10:38Z,2020-12-23T15:10:40Z,129
IN.ui-config-rt,"Microservice to provide UI settings to customize it.",2018-05-29T20:05:47Z,2020-12-31T07:19:08Z,2020-09-01T13:23:41Z,73
IN.user-rt,"Educator Admin - User & Profile microservice",2018-10-02T17:27:06Z,2020-12-31T01:54:32Z,2020-12-14T20:31:22Z,257
IN.user-rt-java,"Admin - User microservice",2018-03-15T18:04:28Z,2018-07-19T19:23:37Z,2018-11-27T16:25:56Z,30
infographic_emails,"Automated Infographic Emails",2019-05-03T03:07:57Z,2020-05-26T17:09:03Z,2020-05-26T17:09:06Z,34
java-util-package,"Common classes shared among java apis. ",2020-04-09T14:08:23Z,2020-05-29T19:34:55Z,2020-05-29T19:32:59Z,11
JIRA,"Tools for interacting with JIRA",2016-10-14T20:08:15Z,2016-10-14T20:08:15Z,2016-10-14T20:08:15Z,1
kaplan-mobile-framework,"Mobile Automation Framework Using Appium and Java",2020-12-31T09:59:48Z,2021-01-04T14:29:34Z,2021-01-04T14:29:37Z,0
kaplan-on-anki,"Converts Kaplan content to Anki deck",2019-07-16T15:51:49Z,2019-11-05T21:28:15Z,2019-11-06T15:13:46Z,215
Name,Description,CreatedAt,PushedAt,UpdatedAt,CommitCount
kaplanprepandachieve,"Kaplan Achieve site",2018-10-08T14:46:27Z,2020-12-21T19:33:19Z,2020-12-21T19:33:19Z,120
KaplanPublishing,"Utilities for consuming and analyzing Publishing data",2016-11-17T16:51:12Z,2021-01-11T18:24:58Z,2021-01-11T18:25:01Z,12
kapnclex,"Nursing Academics",2016-12-17T21:28:50Z,2020-07-26T16:16:10Z,2020-07-02T12:14:53Z,12
kapte.st-url-shortener,"null",2018-10-29T19:54:09Z,2018-10-29T20:06:37Z,2018-10-29T20:06:38Z,3
Kaptest-Website,"Kaptest Repository Graveyard",2016-03-08T20:54:26Z,2019-12-09T20:08:32Z,2019-12-09T20:08:34Z,17
Kaptest.Affogato,"null",2018-05-17T19:09:36Z,2021-01-12T15:42:52Z,2021-01-12T15:42:52Z,390
Kaptest.Cappuccino,"Welcome to Kaplan Test Prep 4.0",2018-03-07T17:21:45Z,2020-02-13T20:28:02Z,2020-02-13T20:28:05Z,786
Kaptest.Cortado,"Kaptest Account Management UI Application 2.0 - Built using React + Higgs Components",2018-01-23T14:54:28Z,2021-01-13T14:50:58Z,2021-01-05T14:13:38Z,1987
Kaptest.Espresso,"Kaptest User Account Management Repo ",2020-05-06T15:26:49Z,2021-01-07T22:41:51Z,2020-12-16T22:18:49Z,126
Kaptest.Latte,"Welcome to Kaplan Test Prep 3.0",2015-12-07T22:14:51Z,2021-01-11T16:42:30Z,2021-01-11T16:42:32Z,10983
Kaptest.Latte.Test,"Kaptest Latte Test",2017-06-01T19:45:43Z,2017-07-13T14:13:49Z,2017-06-26T18:25:04Z,14
Kaptest.Mars,"null",2016-04-11T18:57:15Z,2021-01-11T15:12:25Z,2021-01-11T15:12:28Z,470
Kaptest.Mocha,"Multi Tenant Web Application - 1 coffee to rule them all!",2019-07-02T14:09:49Z,2021-01-12T18:53:58Z,2021-01-12T18:53:58Z,4705
Kaptest.Oembed,"null",2016-04-28T15:53:59Z,2020-09-24T20:25:45Z,2020-09-24T20:25:47Z,87
Kaptest.Scheduler,"null",2016-10-03T16:21:03Z,2020-12-24T17:23:05Z,2020-12-24T17:23:05Z,1618
Kaptest.Syllabus,"Kaptest Syllabus",2016-05-24T20:38:59Z,2016-06-06T20:24:32Z,2016-06-06T20:24:53Z,2
Kaptest.Web.Config,"Kaptest Apache configuration file",2015-12-09T20:15:29Z,2020-01-29T15:38:17Z,2020-01-29T15:38:19Z,657
Kaptest.Website.Automation,"null",2015-02-18T17:39:37Z,2021-01-07T18:04:31Z,2021-01-07T18:04:34Z,0
Kaptest.WPBlogTheme,"Kaptest Wordpress Custom Theme",2016-12-19T19:24:54Z,2017-04-04T18:12:49Z,2016-12-19T20:13:29Z,6
KBR.Analyzer,"Analysis for Bar Data",2015-12-31T00:59:18Z,2020-07-31T19:47:19Z,2020-07-31T19:47:22Z,54
KBR.XmlConverter,"null",2017-09-26T19:51:55Z,2017-10-30T07:46:55Z,2020-02-24T15:19:40Z,10
KILR,"Kaplan Inc. Learning Review meeting analysis system",2019-11-26T23:27:28Z,2020-02-22T06:07:01Z,2020-02-22T06:07:04Z,18
kna-sf-qa-automation-katalon,"null",2020-10-28T14:23:37Z,2020-10-28T14:23:39Z,2020-10-28T14:23:37Z,0
kpub-scripts,"null",2016-11-03T15:11:19Z,2020-09-29T17:37:29Z,2020-09-29T17:37:43Z,607
ktp-auth,"KTP APPS team authentication service",2020-10-10T23:29:03Z,2020-12-09T23:53:30Z,2020-12-09T23:53:32Z,0
ktp-automation-test,"Ktpapps automation test repo",2020-04-16T16:00:41Z,2020-04-21T17:27:59Z,2020-04-16T21:46:52Z,7
KTP-Automation-Testing,"null",2020-05-04T16:38:36Z,2020-05-06T18:08:45Z,2020-05-06T18:38:47Z,1
KTP-BAR,"null",2020-06-03T03:17:53Z,2020-06-03T03:32:14Z,2020-06-03T03:32:17Z,1
ktp-bar-slingshot,"Bar slingshot app built using angular",2020-01-09T01:34:19Z,2020-12-17T07:07:45Z,2020-05-11T12:41:28Z,1022
ktp-class-cancellation,"KTP Apps lambda to automate class cancellation logic (based on Arrivals)",2019-05-15T23:07:41Z,2020-02-25T15:02:37Z,2019-08-30T13:09:08Z,29
ktp-coding-assignments,"null",2019-03-28T14:51:22Z,2020-12-10T03:43:07Z,2020-12-10T03:43:06Z,7
ktp-faculty,"null",2017-10-25T19:25:12Z,2020-12-10T22:21:55Z,2020-12-10T22:21:58Z,377
KTP-GRAD,"null",2018-03-05T20:51:54Z,2018-03-23T20:00:39Z,2018-03-23T20:00:41Z,3
ktp-graphql-services,"KTP apps team GraphQL micro services",2019-01-08T20:45:13Z,2020-12-12T01:24:12Z,2020-12-12T01:24:14Z,75
ktp-jenkins-library,"Jenkins building library",2020-04-30T18:39:55Z,2020-10-25T00:44:02Z,2020-04-30T18:39:59Z,1
ktp-mobile-android,"KTP mobile app for android devices",2019-08-12T14:00:25Z,2021-01-13T14:17:01Z,2020-12-10T17:10:37Z,6
ktp-mobile-ios,"KTP mobile app for iOS",2019-08-12T13:53:13Z,2021-01-13T10:19:21Z,2021-01-13T10:12:08Z,1388
ktp-mprep-automation,"Pushes MPrep teacher Zoom URLs to the Marketing Cloud",2019-11-21T18:26:38Z,2020-12-09T22:32:24Z,2020-12-09T22:32:27Z,59
ktp-observation,"Observation service in GraphQL",2018-04-13T15:49:51Z,2019-06-12T16:29:15Z,2019-06-12T16:29:40Z,49
ktp-sanity-checker,"A sanity checker app for ktp web testui products",2019-04-01T18:36:45Z,2019-04-01T18:38:32Z,2019-11-06T15:15:08Z,1
ktp-toolbox,"KTP Apps toolbox repo, including material ui components, utils functions, shared logics",2020-01-21T21:12:24Z,2020-04-17T01:25:56Z,2020-04-17T01:25:59Z,38
ktp-tutor-automatch,"Automated tutor matching service",2018-10-16T14:13:32Z,2020-06-25T19:01:55Z,2020-06-25T19:01:57Z,190
ktp-tutoring,"KTP GraphQL Tutoring service",2018-05-18T14:12:46Z,2021-01-12T19:26:09Z,2021-01-12T19:26:11Z,697
ktp-web,"Shell based on Atom platform",2019-04-22T17:52:12Z,2021-01-13T09:18:36Z,2021-01-13T09:18:39Z,828
ktp-web-testui,"KTP Test like UI angular 8 + nodeJs",2018-07-06T13:58:12Z,2021-01-12T13:35:08Z,2021-01-07T09:41:02Z,0
ktp.loginjson.revise,"Automate loginjson revisions",2019-01-07T18:32:35Z,2020-05-04T10:14:47Z,2020-05-01T17:18:26Z,35
ktpa-auth,"Authentication Service for KTP Apps (with Google integration )",2014-11-27T16:03:35Z,2020-08-03T18:22:37Z,2020-08-03T18:22:40Z,73
ktpapps-automation,"ktpapps-automation",2020-05-06T18:18:49Z,2020-11-05T23:37:46Z,2020-11-05T23:37:48Z,79
ktpdelivery,"null",2016-06-21T15:49:32Z,2016-08-30T13:55:51Z,2016-06-21T15:50:37Z,21
KTPPL,"Kaplan Test Prep psychometric functions operational library",2019-04-26T20:13:13Z,2020-05-01T14:00:47Z,2020-05-01T14:00:50Z,15
ktptownhall,"KTP Town Hall",2018-06-21T16:57:07Z,2018-10-23T22:35:45Z,2018-10-23T22:35:48Z,12
learnwithatom,"learnwithatom.com",2018-10-02T20:26:23Z,2019-09-23T14:57:38Z,2020-04-27T14:34:07Z,22
live-to-vod,"null",2019-03-27T17:42:38Z,2019-03-27T17:36:15Z,2019-03-27T17:42:40Z,63
live2vod-central,"Digital Media Live to VOD processor and editor",2019-01-31T22:41:27Z,2019-04-01T12:20:08Z,2019-04-01T12:20:09Z,20
liveonlinetechnology,"Adobe Connect Tools and Services",2015-01-05T16:00:37Z,2020-11-13T21:40:48Z,2020-11-13T21:40:52Z,3781
LSAT-Efficacy-Metis-Apprenticeship,"LSAT-Efficacy-Metis-Apprenticeship (Personalization & Efficient Learning, Zhanna Rozenberg, July 2016-May 2017)",2017-04-20T18:15:01Z,2017-05-27T18:39:01Z,2017-04-20T18:46:18Z,45
MarketResearch,"null",2017-04-20T18:29:05Z,2017-05-31T18:08:59Z,2017-04-20T18:52:25Z,9
MAS,"Kaplan Test Prep modularized adaptive simulator system",2019-04-30T00:46:39Z,2020-01-30T14:48:17Z,2020-01-30T14:48:20Z,3
material-ui,"KTP material UI components",2019-10-21T21:50:37Z,2019-10-23T22:40:29Z,2019-10-23T22:40:31Z,4
Med.Automation,"Automation for Med OLP Products,SHP,Content and ATOM Qbank ",2017-03-08T16:29:09Z,2017-09-15T12:08:28Z,2017-06-12T20:13:17Z,65
MockitoFrameworkSample,"null",2020-12-18T07:05:05Z,2020-12-18T07:10:30Z,2020-12-18T07:10:34Z,1
mtp.admin.frontend,"Admin frontend application for Manhattan Test Prep",2020-05-11T16:19:18Z,2020-05-13T21:45:17Z,2020-05-13T21:45:27Z,98
mtp.arcade.app,"LSAT Arcade application for Manhattan Test Prep",2020-05-11T16:14:20Z,2020-05-13T21:45:26Z,2020-05-13T21:45:52Z,61
mtp.cms.app,"CMS application for Manhattan Test Prep",2020-05-11T16:13:54Z,2020-05-13T21:45:42Z,2020-05-13T21:46:08Z,883
mtp.ebooks.api,"Adobe Content Server for Manhattan Test Prep",2020-05-11T16:14:48Z,2020-05-13T21:34:29Z,2020-05-13T21:17:57Z,105
mtp.exams.api,"Exams API for Manhattan Test Prep",2020-05-11T16:09:10Z,2020-05-13T21:46:15Z,2020-05-13T21:46:25Z,92
mtp.exams.frontend,"Exams frontend application for Manhattan Test Prep",2020-05-11T16:18:30Z,2020-05-13T21:46:23Z,2020-05-13T21:46:37Z,82
mtp.forums.app,"Forums application for Manhattan Test Prep",2020-05-11T16:13:05Z,2020-05-13T21:44:59Z,2020-05-13T21:45:15Z,379
mtp.javascript.library,"Javascript library for Manhattan Test Prep",2020-05-11T16:17:45Z,2020-05-13T21:46:34Z,2020-05-13T21:47:00Z,237
mtp.legacy.app,"Code for legacy application for Manhattan Test Prep",2020-05-11T16:12:43Z,2020-05-13T21:46:11Z,2020-05-13T21:46:57Z,6153
mtp.lms.api,"LMS API for Manhattan Test Prep",2020-05-11T16:08:02Z,2020-05-13T21:46:19Z,2020-05-13T21:46:29Z,393
mtp.lms.frontend,"LMS frontend application for Manhattan Test Prep",2020-05-11T16:17:04Z,2020-05-13T21:46:28Z,2020-05-13T21:46:47Z,1403
mtp.navigator.app,"LSAT Navigator application for Manhattan Test Prep",2020-05-11T16:11:48Z,2020-05-13T21:45:13Z,2020-05-13T21:45:23Z,1094
mtp.orders.api,"Orders API for Manhattan Test Prep",2020-05-11T12:47:31Z,2020-05-13T20:47:13Z,2020-05-13T20:47:42Z,171
mtp.permissions.api,"Permissions API for Manhattan Test Prep",2020-05-11T16:07:29Z,2020-05-13T21:45:08Z,2020-05-13T21:45:18Z,151
mtp.resources.api,"Resources API for Manhattan Test Prep",2020-05-11T16:06:55Z,2020-05-13T21:45:34Z,2020-05-13T21:45:42Z,104
mtp.routing.service,"Routing Layer for Manhattan Test Prep",2020-05-11T16:12:14Z,2020-05-13T21:45:30Z,2020-05-13T21:45:46Z,340
mtp.rubygems.library,"Rubygem for Manhattan Test Prep",2020-05-11T16:16:22Z,2020-05-13T21:45:21Z,2020-05-13T21:45:51Z,130
mtp.users.api,"Users API for Manhattan Test Prep",2020-05-11T12:50:29Z,2020-05-13T21:45:45Z,2020-05-13T21:45:56Z,136
mtp.users.frontend,"Users application for Manhattan Test Prep",2020-05-11T16:15:49Z,2020-05-13T21:44:50Z,2020-05-13T21:44:56Z,26
mtp.workers.service,"Workers service running cron tasks for Manhattan Prep",2020-05-11T16:11:06Z,2020-05-13T21:45:03Z,2020-05-13T21:45:09Z,129
mygithubrepo,"null",2019-04-12T13:44:21Z,2019-04-16T14:20:17Z,2019-04-16T14:53:32Z,2
NITApolloDataMigration,"NIT to Apollo Data Migration Pipeline",2019-04-16T17:58:47Z,2020-12-07T22:12:33Z,2020-12-07T22:12:35Z,96
no-name,"lambda function to handle web request redirect and rewrites",2018-04-23T16:15:55Z,2018-04-23T16:15:57Z,2018-04-23T16:15:58Z,1
Nursing.Admin.Api,"Nursing Institutional Admin Api",2016-04-26T13:11:32Z,2016-11-08T09:17:32Z,2016-07-19T02:26:38Z,7
Nursing.Log.Api,"Nursing.Log.Api",2016-05-17T18:47:30Z,2016-10-06T07:36:03Z,2016-05-17T21:22:53Z,62
NursingEmailer,"null",2013-11-27T15:26:56Z,2015-08-25T21:05:49Z,2020-04-15T01:42:11Z,36
NursingIT,"DXR",2013-07-03T21:22:20Z,2021-01-13T06:16:58Z,2020-12-29T10:29:06Z,3924
NursingIT-QaAutomation,"NursingIT-QaAutomation",2016-10-06T16:48:24Z,2017-08-14T06:44:19Z,2016-10-17T13:53:02Z,110
NursingIT.Frontend,"null",2015-08-10T15:26:40Z,2021-01-11T14:12:58Z,2020-03-09T15:14:57Z,1486
NursingIT.Scheduling.Api,"Nursing Test Scheduling API",2015-12-13T22:04:44Z,2016-01-07T03:34:22Z,2016-01-07T03:31:41Z,4
NursingIT.UX,"Prototype for testing",2015-05-11T14:54:45Z,2017-03-01T14:58:24Z,2016-02-02T16:03:15Z,493
NursingITTestingSession,"NursingIT Testing Session Status for Internal Employee",2020-03-18T14:42:22Z,2020-10-05T12:20:14Z,2020-10-05T12:20:18Z,4
NursingMultiDockerConfig,"null",2016-08-04T22:33:56Z,2016-09-22T21:22:46Z,2016-08-04T22:33:56Z,11
NursingUtilities,"null",2013-11-27T15:27:09Z,2020-04-15T21:03:57Z,2020-04-15T21:04:14Z,133
NursingUX.QAAutomation,"NursingUX.QAAutomation",2016-06-28T19:11:32Z,2016-10-18T04:35:49Z,2016-07-05T15:27:41Z,9
NXT-Sales,"null",2016-10-19T17:33:52Z,2016-10-19T17:34:56Z,2016-10-19T17:34:57Z,1
nxtReporting,"Reworked NXT reports can be found here.",2017-07-03T16:46:18Z,2020-09-17T14:35:04Z,2020-12-17T23:00:45Z,536
observations,"Stand-alone application that serves Goldmine and Palladium with faculty observations data",2016-08-24T16:24:37Z,2019-06-12T16:30:37Z,2019-06-12T16:30:52Z,74
oidc,"null",2018-11-05T20:03:01Z,2018-11-05T20:05:02Z,2018-11-05T20:05:05Z,1
Name,Description,CreatedAt,PushedAt,UpdatedAt,CommitCount
onboarding-atom,"null",2019-02-15T20:18:58Z,2020-03-31T15:04:33Z,2020-03-31T15:04:35Z,4
openid,"null",2018-09-21T19:28:04Z,2018-09-21T19:28:47Z,2018-09-21T19:28:49Z,1
Optimizely,"Scripts for the consumption and processing of Optimizely experiment data",2018-03-24T20:42:13Z,2018-03-25T00:08:28Z,2018-03-25T00:08:29Z,4
otc-web,"otc production website",2016-07-01T20:23:13Z,2021-01-11T17:12:08Z,2021-01-08T09:21:27Z,193
pack-n-provision,"Amify is a wrapper around Packer that makes it easier to manage the image pipeline in an infrastructure",2016-04-25T19:44:23Z,2020-12-09T20:14:03Z,2020-12-09T20:14:06Z,866
palladium-calendar,"Service for integrating Palladium-NewSkin with Google Calendar",2014-12-10T19:34:21Z,2021-01-05T21:18:47Z,2021-01-05T21:18:50Z,261
palladium-notification,"null",2017-07-27T14:58:00Z,2020-12-17T01:22:48Z,2020-12-17T01:22:50Z,77
palladium-profiles,"Palladium-Profiles Service ",2014-11-07T16:33:02Z,2020-04-14T18:24:02Z,2020-04-14T18:24:05Z,216
palladium-sessions,"Palladium-Sessions Service",2014-11-07T15:44:09Z,2020-04-17T14:11:06Z,2020-04-17T14:11:09Z,193
Palladium.Web.App,"Palladium React App",2017-06-15T17:35:05Z,2021-01-12T22:30:52Z,2021-01-12T22:30:55Z,1517
priya-gdpr,"null",2018-11-08T16:42:46Z,2018-11-08T16:42:47Z,2018-11-08T16:42:46Z,0
PROD-KTP-BAR,"Repository for BAR PROD study plans",2020-01-30T17:51:45Z,2020-06-08T17:27:00Z,2020-12-16T18:10:39Z,25
PROD-KTP-GRAD,"null",2020-06-24T17:54:41Z,2021-01-07T15:32:01Z,2021-01-07T15:32:04Z,556
PROD-KTP-HEALTH,"Repository for HEALTH PROD study plans",2020-06-11T18:44:20Z,2020-12-21T09:56:21Z,2020-12-21T09:56:24Z,364
PROD-KTP-K12,"null",2020-06-22T15:58:39Z,2020-12-16T13:58:17Z,2020-12-16T18:11:02Z,39
PROD-KTP-KTP,"null",2020-06-22T15:57:24Z,2020-06-22T19:35:43Z,2020-12-16T18:10:27Z,1
PROD-KTP-KTP-OTH,"Repository for KTP-OTH PROD study plans",2020-06-22T15:58:14Z,2020-10-28T22:17:25Z,2020-12-16T18:10:23Z,33
PROD-KTP-LIC-OTH,"Repository for LIC-OTH PROD study plans",2020-06-11T18:50:27Z,2020-07-14T11:56:42Z,2020-12-16T18:10:34Z,43
PROD-KTP-NURSING,"Repository for NURSING PROD study plans",2020-01-29T18:41:20Z,2021-01-13T08:20:21Z,2021-01-13T08:20:24Z,338
PROD-KTP-PRE-C,"null",2020-06-22T19:22:58Z,2021-01-11T09:25:05Z,2021-01-11T09:25:08Z,230
Protractor-Sample,"null",2018-10-08T15:28:50Z,2018-10-08T15:28:50Z,2018-10-08T15:28:50Z,0
PSYCCAT,"Computerized adaptive testing measurement and analysis functions",2019-12-27T19:40:56Z,2020-03-02T23:10:40Z,2020-03-02T23:10:42Z,29
PSYCCTT,"Psychometric sandbox for Classical Test Theory measurement and analysis functions",2019-12-27T19:38:27Z,2020-05-13T14:23:10Z,2020-05-13T14:23:13Z,208
PSYCIRT,"Psychometric sandbox for Item Response Theory measurement and analysis functions",2019-12-27T19:39:39Z,2020-08-12T18:35:36Z,2020-08-12T18:35:39Z,86
PSYCOPS,"Psychometric sandbox for processing functions and code (not psychometric measurement related)",2020-01-27T19:22:23Z,2020-03-30T16:12:17Z,2020-03-30T16:12:20Z,55
PSYCTEMPLATES,"Psychometric sandbox for software syntax templates",2019-11-14T20:46:51Z,2020-02-18T23:05:46Z,2020-02-18T23:05:48Z,9
PYNS,"PYNS, You're Not SSRS",2018-11-29T22:26:03Z,2021-01-04T02:07:08Z,2021-01-04T02:07:10Z,165
QA-KTP-BAR,"Repository for BAR QA study plans",2020-01-30T17:52:05Z,2020-06-10T19:50:56Z,2020-12-16T18:12:56Z,3
QA-KTP-GRAD,"null",2020-06-19T16:54:34Z,2020-12-17T21:33:58Z,2020-12-17T21:34:03Z,10
QA-KTP-HEALTH,"Repository for HEALTH QA study plans",2020-06-05T19:36:30Z,2020-12-09T16:42:32Z,2020-12-16T18:12:52Z,52
QA-KTP-K12,"null",2020-06-26T14:21:19Z,2020-06-26T14:21:20Z,2020-06-26T14:21:19Z,0
QA-KTP-KTP,"null",2020-06-19T16:42:51Z,2020-06-19T16:51:29Z,2020-12-16T18:12:10Z,1
QA-KTP-KTP-OTH,"null",2020-06-19T16:43:43Z,2020-07-17T14:29:12Z,2020-12-16T18:11:59Z,10
QA-KTP-LIC-OTH,"null",2020-06-08T14:54:38Z,2020-06-08T14:54:39Z,2020-06-08T14:54:38Z,0
QA-KTP-NURSING,"Repository for NURSING QA study plans",2020-01-29T18:42:00Z,2020-12-16T16:51:50Z,2020-12-16T18:12:34Z,257
QA-KTP-PRE-C,"null",2020-06-19T16:44:21Z,2020-09-21T12:59:25Z,2020-12-16T18:12:44Z,27
QA-WAYNEENTERPRISES-RESEARCH,"null",2020-09-04T19:33:27Z,2020-09-04T19:41:36Z,2020-12-16T18:13:01Z,1
Qualtrics,"Scripts for interacting with the Qualtrics API",2016-09-23T15:32:07Z,2020-08-25T15:20:09Z,2020-08-25T15:20:13Z,61
react-higgs,"null",2017-11-17T18:07:00Z,2020-08-28T14:05:51Z,2021-01-07T20:02:19Z,2834
react-higgs-themr,"react higgs custom themr",2018-01-29T20:15:30Z,2018-02-27T18:32:19Z,2018-01-29T21:40:34Z,14
ReverseColor_UnitTest_POC,"null",2020-12-21T10:57:32Z,2020-12-21T11:04:16Z,2020-12-21T11:04:19Z,1
rocketchat-sso-into-gallery,"null",2019-05-17T18:32:44Z,2019-05-17T18:35:37Z,2019-05-17T18:35:39Z,2
R_Apps,"null",2016-07-20T21:18:20Z,2020-12-15T02:34:17Z,2020-12-17T23:00:44Z,324
schematics,"null",2018-06-11T15:16:57Z,2018-06-13T16:40:21Z,2018-06-13T16:39:53Z,1
sf-qa-automation-katalon,"null",2020-10-28T13:05:03Z,2020-10-28T13:20:47Z,2020-10-28T13:20:50Z,1
sf-repeat-contacts,"null",2016-09-12T13:26:39Z,2016-09-12T13:58:41Z,2016-09-12T13:58:54Z,1
SFI-5584,"null",2018-11-08T16:47:43Z,2018-11-08T16:47:44Z,2018-11-08T16:47:43Z,0
SFI-5584-GDPR,"null",2018-11-08T16:56:47Z,2018-11-08T17:01:24Z,2018-11-08T17:01:25Z,3
SFI.admin-utils,"Diverse utilities to make Salesforce Administration easier",2017-02-01T13:49:39Z,2018-11-08T17:09:51Z,2018-11-08T17:09:52Z,6
SFI.cart-api-proxy,"Proxy API which will enable SF Shopping Cart to circumvent limitation with Guest User on Communities ",2019-10-29T20:19:46Z,2019-10-29T20:19:46Z,2019-10-29T20:19:46Z,0
SFI.case-portal-module,"Case portal on help.kaptest.com",2019-09-06T13:18:11Z,2019-10-22T15:43:05Z,2019-09-09T20:21:54Z,4
SFI.coding-sessions,"Dedicated repository for Lunch and Learn sessions",2016-06-07T16:16:06Z,2016-08-04T19:44:11Z,2016-06-07T16:16:06Z,31
SFI.ExactTarget_PROD,"Exact Target Backup for PROD",2016-06-23T18:59:15Z,2020-03-06T17:02:47Z,2020-03-06T17:02:49Z,134
SFI.external-enrollment-api,"Stubs for the External Enrollment API on Salesforce",2016-06-08T20:28:21Z,2016-07-25T17:39:12Z,2016-06-14T19:10:55Z,3
SFI.KapDev,"KapDEV Environment Repository - Salesforce Team",2016-05-14T11:29:18Z,2021-01-13T14:50:42Z,2021-01-13T14:50:45Z,4219
SFI.KapPROD,"PRODUCTION Environment Repository - Salesforce Team",2016-05-14T11:32:51Z,2020-04-15T17:37:32Z,2020-04-15T17:36:26Z,95
SFI.KapQA,"KapQA Environment Repository - Salesforce Team",2016-05-14T11:30:17Z,2017-03-02T17:50:15Z,2016-05-16T18:57:20Z,48
SFI.maia-automation,"Maia Automation framework",2017-03-24T14:47:56Z,2018-07-11T16:54:06Z,2017-04-06T15:55:46Z,23
SFI.my-store,"Pet project for testing different technologies as part of the coding sessions - see SFI.coding-sessions as well",2016-08-04T17:43:50Z,2017-06-15T19:30:37Z,2017-01-23T21:39:37Z,200
SFI.salesforce-atom-admin,"Data Pipeline which connects BizSys to Apollo Admin microsite for Organizations (BizAccounts), Courses (CC Products), Classes (CC Products), Enrollments (Enrollment+CC Order Item) & Users (Students + Faculty).",2019-05-15T17:40:29Z,2021-01-08T17:11:37Z,2020-12-09T18:07:38Z,93
SFI.shopping-cart-automation,"Shopping Cart Automation framework",2017-03-24T14:50:34Z,2017-07-20T17:56:28Z,2017-04-04T19:43:51Z,5
SFI.shopping-cart-module,"Single Page Application: Kaptest.com Shopping Cart ",2018-03-09T15:42:18Z,2021-01-13T14:51:15Z,2020-12-07T14:41:27Z,2262
SFI.SSO,"PingFederate JAR file.",2016-09-29T16:10:56Z,2016-09-29T16:41:33Z,2016-09-29T16:41:34Z,1
SFI.stp-automation,"STP on Salesforce automation framework",2017-03-24T14:51:36Z,2018-05-07T15:21:19Z,2017-04-04T20:17:16Z,1
SFI_QA_Automation,"SF automation for regression scenarios",2020-10-26T19:23:58Z,2020-10-26T19:48:36Z,2020-10-26T19:48:38Z,5
Shiny_Apps,"null",2016-11-02T19:21:02Z,2020-02-27T19:49:47Z,2020-03-06T21:44:15Z,12
SocialListening,"null",2016-10-25T22:54:22Z,2017-05-04T14:28:53Z,2016-10-25T22:59:48Z,3
SparkReact,"null",2018-05-16T04:31:51Z,2018-05-16T04:40:38Z,2018-05-16T04:40:54Z,2
sphinx-docs,"central repo for distributed documentation",2020-11-11T18:10:44Z,2020-11-11T18:12:52Z,2020-11-11T18:12:54Z,0
ssdr-platform,"A 3 tier Service Scheduling, Discovery, and Routing Platform",2016-07-12T06:55:03Z,2020-12-12T04:48:50Z,2020-12-11T18:02:53Z,0
SSI.AMZ-APIGW,"null",2020-06-25T15:04:02Z,2021-01-12T17:36:41Z,2020-06-25T15:42:08Z,1
SSI.Docker-Templates,"Repository of Dockerfile templates to standardize container structures",2019-01-29T21:13:17Z,2020-09-15T12:28:02Z,2020-09-15T12:27:50Z,19
SSI.helm-charts,"Kubernetes adoption repo.",2019-10-24T17:35:28Z,2019-10-24T17:35:29Z,2019-10-24T17:35:31Z,1
SSI.Jenkins-Templates,"A repository for Jenkins shared pipeline library code",2018-11-29T20:21:10Z,2020-12-08T19:24:08Z,2020-09-15T17:35:10Z,498
SSI.Kong,"Repo to store Metadata for Kong - API Gateway",2018-01-30T15:35:48Z,2020-09-03T16:19:52Z,2020-09-03T16:19:54Z,159
SSI.playground,"Playground repository, where any SSI team member can upload their pet projects. ",2019-01-07T19:26:48Z,2019-06-10T15:39:04Z,2019-06-10T15:39:06Z,26
Switchboard,"null",2013-04-29T20:18:10Z,2020-10-16T17:18:44Z,2020-10-16T17:18:47Z,390
Tableau,"Repository for Tableau dashboards and data sources",2015-03-30T20:12:32Z,2019-12-10T19:28:03Z,2020-03-06T21:44:33Z,66
team,"null",2016-12-28T14:50:06Z,2017-01-09T18:51:44Z,2016-12-28T17:38:12Z,0
teamcity-agent,"null",2016-03-11T07:36:32Z,2016-04-13T17:08:34Z,2016-03-15T18:08:48Z,25
teamcity-server,"null",2016-03-15T15:56:56Z,2017-02-02T20:21:01Z,2017-02-02T20:21:03Z,32
test-oidc-wrapper,"null",2018-11-08T22:13:57Z,2018-11-21T18:41:33Z,2018-11-21T18:41:35Z,56
time-series-forecasting,"null",2018-06-25T22:21:33Z,2018-10-09T00:00:23Z,2020-12-17T23:00:45Z,9
